Id,Problem,Solution
218,C++ Program to find the largest number among three number.,"#include<iostream>
using namespace std;

int main()
{
    int num1_._ num2_._ num3;
   
    cout << ""Enter three numbers: "";
    cin >> num1 >> num2 >> num3;

    if( num1 >= num3 && num1 >= num3 ){
    
        cout << num1 << "" is the largest number."";
    }
    
    else if( num2 >= num1 && num2 >= num3 ){
         cout << num2 << "" is the largest number."";
    } 
    
    else if( num3 >= num1 && num3 >= num2 ){
         cout << num3 << "" is the largest number."";
    }        

    return 0;
}"
219,C++ Program to Find the Largest Number using Conditional Operator.,"#include<iostream>
using namespace std;

int main()
{
    int num1_._ num2_._ num3_._ largest;

    cout<<""Enter three numbers: "";
    cin >> num1 >> num2 >> num3;

    largest = num1 > num2 ? (num1 > num3 ? num1 : num3) : (num2 > num3 ? num2 : num3) ;
    
    cout << largest << "" is the largest number."";

    return 0;
}"
220,C++ Program to find the Largest among Three Variables using Nested if.,"#include<iostream>
using namespace std;

int main()
{
    int num1_._ num2_._ num3;
    cout << ""Enter three numbers: ""<<endl;

    cin >> num1 >> num2 >> num3;
    if(num1 >= num2)
    {
        if(num1 >= num3)
            cout <<num1 << "" is the largest number"";
        else
             cout <<num3 << "" is the largest number"";
    }

    else if(num2 >= num3)
        cout <<num2 << "" is the largest number"";

    else
        cout <<num3 << "" is the largest number"";

    return 0;
}"
221,C++ program to check leap year using conditional Operator.,"#include <stdio.h>
int main()
{
    int year;

    cout<< ""Enter any year: "";

    scanf(""%d""_._ &year);

    (year%4==0 && year%100!=0) ? printf(""%d is leap year""_._year) :

    (year%400 ==0 ) ? cout << ""Leap year"" : cout<< year << "" is not leap year"" ;

    return 0;
}"
222,C++ program to check alphabets using conditional operator.,"#include<iostream>
using namespace std;

int main()
{
    char ch;

    cout<<""Enter any character: "";
    cin>> ch;

    cout << ""It is "" <<(((ch>='a' && ch<='z') || (ch>='A' && ch<='Z')) ? ""albhabet"" : ""not albhabet"");

    return 0;
}"
223,C++ program to check number is positive_._ negative or zero.,"#include<iostream>
using namespace std;

int main()
{
    char ch;

    cout<<""Enter any character: "";
    cin>> ch;

    cout << ""It is "" <<(((ch>='a' && ch<='z') || (ch>='A' && ch<='Z')) ? ""albhabet"" : ""not albhabet"");

    return 0;
}"
224,C++ program to check uppercase or lowercase alphabets.,"#include<iostream>
using namespace std;

int main()
{
  char ch;

    cout << ""Enter any character: "";
    cin >> ch;

     if(ch >= 'a' && ch <= 'z')
    {
        cout << ch<< "" is lowercase alphabet.: "";
    }
    else if(ch >= 'A' && ch <= 'Z')
    {
        cout << ch<< "" is uppercase alphabet.: "";
    }
    else
    {        
        cout << ch<< "" is not an alphabet.: "";       
    }

    return 0
}"
225,C++ program to check entered character vowel or consonant.,"#include<iostream>
using namespace std;

int main()
{
  char ch;

    cout << ""Enter any character: "";
    cin >> ch;

    // Condition for vowel checking
    if(ch=='a' || ch=='e' || ch=='i' || ch=='o' || ch=='u' || ch=='A' || ch=='E' || ch=='I' || ch=='O' || ch=='U')
    {
        cout << ch << "" is a vowel"";
    }
    else if((ch >= 'a' && ch <= 'z') || (ch >= 'A' && ch <= 'Z'))
    {
        cout << ch << "" is a consonant"";
    }

    return 0;
}"
226,C++ program to check whether a character is alphabet_._ digit or special character.,"#include<iostream>
using namespace std;

int main()
{
    char ch;
    cout << ""Enter any character"";
    cin >> ch;

    // Alphabet checking condition
    if((ch >= 'a' && ch <= 'z') || (ch >= 'A' && ch <= 'Z'))
    {
        cout << ch << "" is an Alphabet"";
    }
    else if(ch >= '0' && ch <= '9')
    {
        cout << ch << "" is a Digit"";
    }
    else
    {
        cout << ch << "" is a Special Character"";
    }

    return 0;
}"
227,C++ program to print day name of week.,"#include<iostream>
using namespace std;

int main()
{
    int week;

    cout<<""Enter week number (1-7):"";
    cin >> week;

    if(week == 1)
    {
        cout << ""Monday"";
    }
    else if(week == 2)
    {
        cout << ""Tuesday"";
    }
    else if(week == 3)
    {
        cout << ""Wednesday"";
    }
    else if(week == 4)
    {
        cout << ""Thursday"";
    }
    else if(week == 5)
    {
        cout << ""Friday"";
    }
    else if(week == 6)
    {
        cout << ""Saturday"";
    }
    else if(week == 7)
    {
        cout << ""Sunday"";
    }
    else
    {
        cout << ""Invalid Input! Please enter week in between 1-7."";
    }
    return 0;
}"
228,C++ program to accept two integers and check whether they are equal or not.,"#include<iostream>
using namespace std;

int main()
{
    int num1_._ num2;

    cout << ""Input the values for Number1 and Number2 :"";
    cin >> num1 >> num2;

    if (num1 == num2)
    {
        cout << ""Number1 and Number2 are equal"";
    }

    else
    {
        cout << ""Number1 and Number2 are not equal"";
    }
}"
229,C++ program to detrermine a candidate’s age is eligible for casting the vote or not.,"#include<iostream>
using namespace std;


int main()
{
    int Candiateage;

    cout << ""Input the age of the candidate :""<<endl;
    cin >> Candiateage;

    if (Candiateage < 18)
    {
        cout << ""Sorry_._ You are not eligible to caste your vote."" <<endl;
        cout << ""You would be able to caste your vote after "" << 18-Candiateage << "" year"" <<endl;
    }
    else
    {
         cout << ""Congratulation! You are eligible for casting your vote."" << endl ;
    }
    return 0;

}"
230,C++ program to find the eligibility of admission for an engineering course based on the criteria.,"#include<iostream>
using namespace std;

int main()
{

    int p_._ c_._ m_._ t_._ mp;

    cout << ""Eligibility Criteria for an engineering:"" <<endl;
    cout << ""Marks in Mathematics >= 65"" <<endl;
    cout << ""Marks in Physics >= 55"" <<endl;
    cout << ""Marks in Chemestry >= 50"" <<endl;
    cout << ""Total in all three subject >= 180"" <<endl;
    cout << ""or Total in Maths and Physics >= 140"" <<endl;
    cout << ""-------------------------------------"" <<endl;

    cout << ""Input the marks obtained in Physics :"" <<endl;
    cin >> p;
    cout << ""Input the marks obtained in Chemistry :"" <<endl;
    cin >> c;
    cout << ""Input the marks obtained in Mathematics :"" <<endl;
    cin >> m;
    cout << ""Total marks of Mathematics_._ Physics and Chemistry :"" << m + p + c << endl;
    cout << ""Total marks of Maths and  Physics :"" << m + p;

    if (m>=65)

        if(p>=55)

            if(c>=50)

                if((m + p + c) >= 180 || (m + p) >= 140)
                    cout << ""The  candidate is eligible for admission."" <<endl;

                else
                    cout << ""The candidate is not eligible."" <<endl;
            else
                cout << ""The candidate is not eligible.""<<endl;
        else
            cout << ""The candidate is not eligible.""<<endl;
    else
        cout << ""The candidate is not eligible.""<<endl;

}"
231,C++ program to calculate the total marks_._ percentage and division of student.,"#include<iostream>
#include<string.h>
using namespace std;

int main()
{
    int rollno_._ phy_._ che_._ it_._ total;
    float percentage;
    char name[20]_._ div[10];

    cout << ""Input the Roll Number of the student :"";
    cin >> rollno;

    cout << ""Input the Name of the Student :"";
    cin >> name;

    cout << ""Input the marks of Physics_._ Chemistry and Information Technology: "";
    cin >> phy >> che >> it;

    total = phy + che + it;
    percentage = total/3.0;

    if (percentage >= 60)
    strcpy(div_._ ""First"");

    else
    if (percentage < 60 && percentage >= 48)
        strcpy(div_._""Second"");

    else
        if (percentage <48 && percentage >= 36)
        strcpy(div_._ ""Pass"");

         else
        strcpy(div_._ ""Fail"");

       cout << ""Roll No : "" << rollno <<endl << ""Name of Student : "" << name <<endl;

       cout << ""Marks in Physics : "" << phy << endl;
       cout << ""Marks in Chemistry : "" << che << endl;
       cout << ""Marks in Information Technology : "" << it << endl;
       cout << ""Total Marks = "" << total <<endl;
       cout << ""Percentage = "" << percentage <<endl;
       cout << ""Division = "" << div <<endl;


}"
232,C++ program to enter month number and print number of days in month.,"#include<iostream>
using namespace std;

int main()
{
    int month;
    cout << ""Enter month number (1-12):"";
    cin >> month;

    if(month == 1)
    {
        cout << ""Enter month : January "" <<endl;
        cout << ""No. of days : 31 days"" <<endl;
    }
    else if(month == 2)
    {
        cout << ""Enter month : February "" <<endl;
        cout << ""No. of days :  28 or 29 days"" <<endl;
    }
    else if(month == 3)
    {
        cout << ""Enter month : March "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;
    }
    else if(month == 4)
    {
        cout << ""Enter month : April "" <<endl;
        cout << ""No. of days :  30 days"" <<endl;
    }
    else if(month == 5)
    {
        cout << ""Enter month : May "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;
    }
    else if(month == 6)
    {
        cout << ""Enter month : June "" <<endl;
        cout << ""No. of days :  30 days"" <<endl;
    }
    else if(month == 7)
    {
        cout << ""Enter month : July "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;
    }
    else if(month == 8)
    {
        cout << ""Enter month : August "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;
    }
    else if(month == 9)
    {
        cout << ""Enter month : September "" <<endl;
        cout << ""No. of days :  30 days"" <<endl;
    }
    else if(month == 10)
    {
        cout << ""Enter month : October "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;

    }
    else if(month == 11)
    {
        cout << ""Enter month : November "" <<endl;
        cout << ""No. of days :  30 days"" <<endl;
    }
    else if(month == 12)
    {
        cout << ""Enter month : December "" <<endl;
        cout << ""No. of days :  31 days"" <<endl;
    }
    else
    {
        cout << ""Invalid input! Please enter month number between (1-12)."";
    }

    return 0;

}"
233,C++ program to count total number of notes in entered amount.,"#include<iostream>
using namespace std;

int main()
{
    int amount;

    int note1_._ note2_._ note5_._ note10_._ note20_._ note50_._ note100_._ note500;

    note1 = note2 = note5 = note10 = note20 = note50 = note100 = note500 = 0;

    cout << ""Enter amount: ""<<endl;
    cin >> amount;

    if(amount >= 500)
    {
        note500 = amount/500;
        amount -= note500 * 500;
    }
    if(amount >= 100)
    {
        note100 = amount/100;
        amount -= note100 * 100;
    }
    if(amount >= 50)
    {
        note50 = amount/50;
        amount -= note50 * 50;
    }
    if(amount >= 20)
    {
        note20 = amount/20;
        amount -= note20 * 20;
    }
    if(amount >= 10)
    {
        note10 = amount/10;
        amount -= note10 * 10;
    }
    if(amount >= 5)
    {
        note5 = amount/5;
        amount -= note5 * 5;
    }
    if(amount >= 2)
    {
        note2 = amount /2;
        amount -= note2 * 2;
    }
    if(amount >= 1)
    {
        note1 = amount;
    }

    cout << ""Total number of notes"" <<endl;
    cout << ""500 = "" << note500 <<endl;
    cout << ""100 = "" << note100 <<endl;
    cout << ""50 = "" << note50 <<endl;
    cout << ""20 = "" << note20 <<endl;
    cout << ""10 = "" << note10 <<endl;
    cout << ""5 = "" << note5 <<endl;
    cout << ""2 = "" << note2 <<endl;
    cout << ""1 = "" << note1 <<endl;

    return 0;

}"
